103,1,2,105,25,-30.2,22.2,25.7,66.8,45.2,22.4,21.6,24.4,0.25,0.553,5.18,0.538,117.1
115,9,7,118,28.6,-20,21.6,25.6,78.6,57.8,21.8,21.8,26.8,0.45,0.552,5.56,0.536,117
135,20,15,140,35.2,-8.6,20.4,25,93.2,79.4,17.4,22.4,30.6,0.75,0.55,6.26,0.535,116.6
175,40,30,181,45,3.8,13.4,19.2,101.8,93.6,13.2,23.6,36.8,1.25,0.547,7.73,0.532,116.2
179,40,30,184,45.6,4.4,14.4,18.8,101.4,93.8,13.8,24,37.2,1.26,0.548,7.75,0.532,116.2
205,41,31,211,51.4,5.2,15,19,101.2,93.6,13.8,24.8,44.6,1.26,0.547,8.16,0.358,116.1
170,35,27,176,44,16.4,15.2,17.6,94.8,87.8,13.2,23.6,36,1.2,0.549,7.4,0.534,116.5
225,45,36,234,55.8,20.6,6.4,7.6,101.4,94.2,13.6,25,48.2,1.4,0.546,8.83,0.36,115.8
170,35,27.5,176,43.8,16.8,13.4,18.6,94.4,87.4,11,23.8,36,1.18,0.358,7.43,0.535,116.6
