time_normal_1,temp_normal_1,time_normal_2,temp_normal_2,time_normal_3,temp_normal_3,time_clean_1,temp_clean_1,time_clean_2,temp_clean_2,time_clean_3,temp_clean_3,time_vas_1,temp_vas_1,time_vas_2,temp_vas_2,time_vas_3,temp_vas_3,time_nplc2,temp_nplc2,time_nplc3,temp_nplc3,time_nplc4,temp_nplc4,time_nplc5,temp_nplc5,time_nplc7,temp_nplc7,time_nplc10,temp_nplc10
0,20.925137,0,16.250738,0,15.874742,0,10.563232,0,8.779013,0,12.067702,0,17.819599,0,19.121986,0,18.91774,0,16.753374,0,18.39365,0,9.573713,0,18.21316,0,13.857865,0,11.125321
0.018,20.91333,0.018007,16.262323,0.018007,15.886847,0.018004,10.546843,0.018005,8.781958,0.018006,12.074063,0.018002,17.829617,0.018006,19.145523,0.018005,18.91486,0.052001,16.764267,0.052,18.402018,0.06801,9.575055,0.085003,18.210209,0.118001,13.858819,0.168005,11.127766
0.03599,20.9361,0.036005,16.250227,0.036002,15.898102,0.035998,10.553915,0.036003,8.803086,0.035996,12.078363,0.035996,17.846937,0.035993,19.13113,0.035996,18.938406,0.104002,16.764719,0.104,18.405748,0.136014,9.577,0.17,18.207018,0.236007,13.866747,0.336005,11.135295
0.053993,20.907595,0.054001,16.263006,0.054,15.866217,0.054002,10.585138,0.054004,8.804472,0.054001,12.077503,0.053995,17.81111,0.053992,19.141966,0.053997,18.935863,0.156002,16.767727,0.155997,18.396477,0.204013,9.584217,0.255007,18.206984,0.354001,13.865915,0.504004,11.145238
0.071993,20.917883,0.072003,16.251249,0.072003,15.903899,0.071994,10.569614,0.071996,8.804296,0.072003,12.101056,0.071995,17.826052,0.071992,19.118771,0.071994,18.920788,0.208002,16.759218,0.208001,18.403316,0.272011,9.581017,0.340008,18.216314,0.472005,13.875481,0.67201,11.14782
0.089991,20.926655,0.09,16.275951,0.090002,15.881563,0.090001,10.574272,0.089999,8.790271,0.089998,12.079222,0.089999,17.824015,0.090001,19.124866,0.089997,18.931461,0.26,16.758026,0.259996,18.390938,0.340015,9.590439,0.425006,18.217638,0.590009,13.875774,0.840007,11.153385
0.107996,20.911812,0.108001,16.23847,0.108001,15.894009,0.108004,10.575133,0.108003,8.793041,0.108005,12.073204,0.108003,17.844559,0.107995,19.131977,0.107997,18.924345,0.312001,16.773174,0.311997,18.406483,0.408009,9.579247,0.509999,18.214416,0.707998,13.881499,1.008002,11.159397
0.125992,20.914003,0.126002,16.261982,0.126001,15.91089,0.125998,10.578582,0.125996,8.804818,0.125994,12.088677,0.125999,17.819599,0.125998,19.120462,0.125993,18.944843,0.364001,16.765968,0.364002,18.390089,0.476006,9.591476,0.594995,18.218046,0.826002,13.892949,1.17601,11.161173
0.143995,20.918558,0.144007,16.250227,0.144002,15.898784,0.144,10.592036,0.144007,8.812782,0.144002,12.078191,0.144001,17.830465,0.143999,19.130962,0.143995,18.94264,0.415997,16.765684,0.416002,18.390766,0.544013,9.592859,0.680001,18.228022,0.944009,13.877389,1.344001,11.16803
0.16199,20.938629,0.161998,16.246818,0.162004,15.888724,0.162003,10.576342,0.161996,8.799795,0.162004,12.085068,0.162,17.823843,0.161991,19.127235,0.161999,18.91757,0.468003,16.758423,0.468002,18.386133,0.612008,9.602239,0.765001,18.212313,1.062006,13.899749,1.512004,11.165256
0.179992,20.914341,0.179996,16.252613,0.180004,15.899806,0.18,10.58117,0.180001,8.814167,0.179997,12.082144,0.179992,17.824184,0.179997,19.120295,0.179991,18.933323,0.519998,16.770224,0.520002,18.4023,0.680011,9.593205,0.85,18.217165,1.180009,13.899921,1.680002,11.169958
0.197992,20.920582,0.197999,16.230293,0.197996,15.902365,0.197994,10.590141,0.197998,8.794945,0.198003,12.080769,0.197995,17.832165,0.197989,19.147385,0.197992,18.929089,0.571996,16.756155,0.571999,18.403544,0.748009,9.592903,0.935004,18.217298,1.298001,13.906257,1.848011,11.177917
0.215992,20.90304,0.216003,16.263006,0.216003,15.874061,0.216002,10.571684,0.216007,8.804644,0.216001,12.107417,0.215995,17.822824,0.216,19.127575,0.215999,18.942471,0.623997,16.773401,0.624,18.395233,0.816013,9.59191,1.019999,18.222525,1.416,13.897254,2.016009,11.187478
0.233989,20.904558,0.234,16.256361,0.234002,15.900147,0.233994,10.56651,0.234008,8.784728,0.234004,12.067015,0.233999,17.834541,0.233998,19.14366,0.233993,18.941284,0.675997,16.769032,0.675998,18.391165,0.884007,9.593595,1.105005,18.217468,1.534001,13.894442,2.184007,11.187617
0.251997,20.928846,0.252006,16.265049,0.252001,15.895204,0.251997,10.574617,0.252003,8.795465,0.251995,12.081972,0.251998,17.845238,0.251999,19.14332,0.251991,18.928072,0.727996,16.766422,0.728001,18.39399,0.952004,9.60548,1.189995,18.220694,1.652005,13.905987,2.35201,11.183825
0.269994,20.921762,0.27,16.250227,0.269999,15.888554,0.27,10.578411,0.270007,8.804644,0.270003,12.096414,0.269994,17.850672,0.269999,19.152126,0.270002,18.947044,0.779995,16.776293,0.780002,18.415585,1.020015,9.60522,1.274998,18.21204,1.770005,13.911566,2.520006,11.186307
0.28799,20.897642,0.287997,16.248184,0.288006,15.880881,0.287998,10.584104,0.288,8.802566,0.288001,12.091773,0.287995,17.834202,0.287997,19.137396,0.287998,18.949585,0.831996,16.767103,0.831999,18.403429,1.088012,9.601678,1.359999,18.22595,1.888007,13.914868,2.688003,11.195369
0.305994,20.916365,0.306,16.243582,0.306,15.882756,0.306003,10.591176,0.306001,8.830444,0.305999,12.094523,0.305992,17.845749,0.305999,19.133501,0.305992,18.937559,0.884,16.777824,0.883999,18.40247,1.156008,9.607598,1.444996,18.217909,2.005999,13.911785,2.856,11.201398
0.323993,20.90304,0.323996,16.26079,0.323998,15.868433,0.323995,10.572028,0.323995,8.80932,0.323997,12.096414,0.323992,17.833353,0.323992,19.159576,0.323997,18.907915,0.935995,16.759502,0.935996,18.403656,1.224016,9.614641,1.529999,18.216587,2.124002,13.921742,3.024007,11.206444
0.341996,20.93998,0.342002,16.253633,0.342003,15.899124,0.342002,10.562197,0.341999,8.81642,0.341998,12.066154,0.341998,17.851011,0.342,19.125544,0.341997,18.912657,0.988001,16.756949,0.988003,18.400152,1.292006,9.623026,1.614997,18.222015,2.242008,13.919614,3.192007,11.207012
0.359994,20.908775,0.359996,16.252783,0.360001,15.89077,0.359996,10.566336,0.359999,8.832175,0.359999,12.055839,0.359995,17.840315,0.359995,19.133839,0.359994,18.944504,1.039998,16.767046,1.04,18.408348,1.360009,9.603406,1.700003,18.224052,2.360008,13.922696,3.360002,11.201501
0.377989,20.909449,0.378001,16.253975,0.378001,15.895033,0.377997,10.588417,0.377999,8.797372,0.377998,12.083691,0.377997,17.84371,0.37799,19.123173,0.377997,18.93434,1.091996,16.776123,1.091997,18.399361,1.428011,9.617321,1.785001,18.221779,2.477999,13.911638,3.528006,11.211405
0.395995,20.940485,0.396,16.252613,0.39601,15.919244,0.396002,10.5929,0.396003,8.828712,0.396004,12.089365,0.395997,17.822485,0.395995,19.11894,0.396003,18.95907,1.144002,16.769201,1.143998,18.401508,1.496012,9.62255,1.869997,18.22249,2.596002,13.923845,3.696006,11.214625
0.413991,20.920076,0.414003,16.236767,0.414004,15.882756,0.413998,10.584965,0.414005,8.824211,0.414005,12.107245,0.413996,17.839806,0.413998,19.137058,0.413998,18.921465,1.196003,16.77289,1.195999,18.394894,1.564005,9.635256,1.954999,18.224798,2.714,13.935759,3.86401,11.218673
0.431996,20.931208,0.431999,16.256361,0.432,15.91123,0.432001,10.588242,0.432001,8.809837,0.432,12.080597,0.431994,17.847786,0.431995,19.12385,0.431995,18.953142,1.248,16.7675,1.247998,18.419428,1.632015,9.619956,2.04,18.216145,2.832003,13.927221,4.032002,11.22646
0.449989,20.91198,0.449996,16.252441,0.449999,15.894863,0.449995,10.585138,0.450003,8.818325,0.449998,12.101744,0.45,17.839127,0.449996,19.144846,0.449999,18.936882,1.299995,16.776804,1.299996,18.407671,1.700007,9.623888,2.125005,18.223406,2.950004,13.935588,4.200004,11.227684
0.467993,20.922775,0.468007,16.269138,0.468005,15.892134,0.468001,10.585828,0.468008,8.806203,0.468006,12.090396,0.468003,17.839466,0.467999,19.159576,0.467999,18.936373,1.351994,16.782816,1.351999,18.40863,1.768013,9.628816,2.210003,18.218521,3.068005,13.928346,4.368006,11.229697
0.486003,20.915859,0.485999,16.245968,0.485995,15.881563,0.486,10.569614,0.486011,8.816072,0.485998,12.092461,0.486006,17.846258,0.486007,19.152803,0.486006,18.934509,1.404,16.776747,1.403997,18.406935,1.836015,9.633959,2.294997,18.216688,3.186003,13.936248,4.536011,11.24031
0.503998,20.920582,0.504006,16.250568,0.503999,15.882416,0.503999,10.570304,0.503999,8.837026,0.504005,12.086958,0.504001,17.831316,0.503992,19.128929,0.503993,18.937559,1.455996,16.772095,1.455994,18.407332,1.904014,9.649601,2.380003,18.221405,3.30401,13.940381,4.704007,11.233007
0.521994,20.93998,0.522008,16.250399,0.522007,15.906797,0.522003,10.59359,0.521999,8.821442,0.522,12.100369,0.521998,17.840315,0.522,19.12639,0.522001,18.942978,1.508003,16.780718,1.507996,18.402639,1.972014,9.633699,2.465,18.223915,3.422007,13.942412,4.872006,11.216933
0.539989,20.937111,0.540005,16.245457,0.539998,15.908161,0.539997,10.59497,0.54,8.80395,0.539995,12.091945,0.54,17.823334,0.539998,19.132824,0.539997,18.948906,1.56,16.777258,1.559999,18.417393,2.040007,9.635687,2.55,18.225883,3.540009,13.94547,5.04,11.12003
0.557993,20.915184,0.558002,16.265049,0.557999,15.887189,0.557998,10.582205,0.558005,8.81105,0.557998,12.101399,0.557996,17.831656,0.557992,19.123173,0.557998,18.940437,1.612,16.779638,1.611995,18.402977,2.108011,9.636204,2.635001,18.225647,3.658002,13.950728,5.208003,11.048025
0.575995,20.929354,0.576002,16.243242,0.576011,15.886847,0.576003,10.605146,0.576004,8.819189,0.576007,12.106901,0.575997,17.84354,0.576,19.130285,0.575999,18.924177,1.664002,16.769712,1.663996,18.397041,2.176014,9.632532,2.719998,18.230736,3.776001,13.947157,5.376008,10.972148
0.593996,20.933065,0.594005,16.258745,0.594005,15.894863,0.594003,10.579101,0.594005,8.829579,0.594005,12.085068,0.594002,17.83573,0.593998,19.122156,0.593997,18.947214,1.716002,16.77771,1.715998,18.412985,2.244007,9.64325,2.804998,18.229107,3.894001,13.949457,5.544005,10.891378
0.611988,20.892414,0.611998,16.257214,0.611999,15.889748,0.612,10.572544,0.612002,8.836851,0.612003,12.089192,0.611996,17.846428,0.611992,19.150093,0.611993,18.921974,1.768005,16.775045,1.767997,18.410608,2.312014,9.638798,2.889999,18.232874,4.012008,13.953543,5.712003,10.64159
0.629991,20.922605,0.629999,16.25193,0.629999,15.906456,0.629994,10.576687,0.630003,8.808627,0.629994,12.087474,0.629991,17.830635,0.629992,19.123003,0.629991,18.935017,1.819999,16.789511,1.819996,18.398909,2.380006,9.634521,2.975004,18.22327,4.130003,13.961369,5.880004,10.07156
0.647996,20.924967,0.647999,16.258917,0.648003,15.908672,0.648,10.594454,0.648003,8.819189,0.648002,12.091773,0.648002,17.854067,0.647995,19.145693,0.647999,18.932476,1.871996,16.779753,1.872001,18.394781,2.448009,9.629808,3.060001,18.230091,4.248002,13.951071,6.048008,9.483555
0.665994,20.928341,0.666003,16.256361,0.665999,15.895545,0.665999,10.61653,0.666001,8.831311,0.665995,12.088506,0.665993,17.83556,0.665991,19.134178,0.665997,18.940437,1.924005,16.762339,1.923995,18.409422,2.516013,9.648088,3.145001,18.230802,4.365999,13.958018,6.216003,8.888972
0.683996,20.921257,0.683997,16.258406,0.684004,15.895545,0.684002,10.606871,0.683998,8.829579,0.684003,12.099853,0.683994,17.828598,0.68399,19.118431,0.683992,18.933832,1.975995,16.781568,1.975994,18.413944,2.584011,9.654224,3.230003,18.237623,4.484002,13.971275,6.38401,8.275261
0.701993,20.906752,0.702006,16.254316,0.702009,15.88054,0.701997,10.591176,0.702003,8.833217,0.702008,12.094695,0.702,17.840485,0.701997,19.148569,0.701999,18.949076,2.027995,16.787979,2.028001,18.418863,2.652014,9.643075,3.314997,18.240812,4.602007,13.967484,6.552004,7.658707
0.719995,20.925644,0.719997,16.244434,0.719998,15.913617,0.719999,10.592727,0.720002,8.83789,0.720002,12.096585,0.719995,17.823673,0.719999,19.139257,0.720001,18.931461,2.080003,16.791494,2.079996,18.403374,2.720006,9.657207,3.399997,18.241016,4.720011,13.974455,6.720009,7.060255
0.737989,20.916702,0.738001,16.230804,0.738001,15.913106,0.738001,10.604112,0.737999,8.83287,0.738,12.097789,0.737998,17.842861,0.737991,19.123512,0.737997,18.950432,2.132001,16.781626,2.131998,18.413832,2.78801,9.65483,3.485007,18.226189,4.838005,13.969809,6.888004,6.463145
0.755988,20.921595,0.755998,16.257042,0.755995,15.889235,0.756003,10.572028,0.756002,8.830619,0.755999,12.103806,0.75599,17.843201,0.755992,19.123512,0.755995,18.943657,2.184005,16.781853,2.183999,18.410835,2.856011,9.66386,3.570004,18.229074,4.955998,13.973795,7.056013,5.861706
0.773995,20.931713,0.774002,16.250908,0.774006,15.89742,0.773997,10.5722,0.774,8.825251,0.774,12.093835,0.774002,17.829447,0.773994,19.14332,0.773994,18.948568,2.236001,16.782873,2.236,18.413774,2.924013,9.665373,3.655005,18.2344,5.074005,13.975361,7.224007,5.259338
0.791992,20.929859,0.791999,16.254486,0.792003,15.909697,0.791995,10.595315,0.792001,8.807588,0.792003,12.079393,0.792002,17.847956,0.791995,19.150263,0.791995,18.950602,2.288002,16.790758,2.287994,18.414905,2.992012,9.670816,3.739998,18.224424,5.192006,13.973551,7.392009,4.675138
0.809996,20.934919,0.81,16.244093,0.809999,15.909526,0.810005,10.589967,0.810006,8.827674,0.81,12.085411,0.809999,17.845408,0.809999,19.128929,0.810002,18.943148,2.34,16.781342,2.340003,18.406313,3.060012,9.659021,3.825,18.231585,5.310003,13.983408,7.56001,4.097508
0.827992,20.915354,0.828005,16.246818,0.828002,15.903899,0.827999,10.597903,0.828002,8.835295,0.828001,12.090912,0.827996,17.836918,0.828,19.134855,0.827994,18.949923,2.392002,16.779638,2.392,18.4088,3.128013,9.660359,3.910002,18.241899,5.428003,13.984704,7.728006,3.505079
0.845989,20.903545,0.845998,16.243242,0.846002,15.898613,0.845996,10.590312,0.846005,8.837197,0.846002,12.05412,0.845998,17.846598,0.845998,19.135025,0.846,18.95941,2.444002,16.787638,2.444002,18.415131,3.196005,9.652581,3.994997,18.2325,5.546009,13.982258,7.896007,2.910843
0.863996,20.909281,0.864,16.237961,0.864006,15.912594,0.863995,10.578582,0.863999,8.832175,0.863997,12.088849,0.863998,17.816713,0.863992,19.13147,0.863999,18.951111,2.496003,16.786959,2.495997,18.408461,3.264009,9.675053,4.079996,18.240475,5.664004,13.97854,8.064004,2.304708
0.881988,20.908606,0.882,16.25602,0.882007,15.903899,0.881998,10.586689,0.882,8.849665,0.882002,12.105181,0.881999,17.856613,0.881991,19.142982,0.881995,18.944674,2.547999,16.786617,2.547997,18.412928,3.332012,9.673841,4.165001,18.235962,5.782004,13.969906,8.232004,1.723873
0.899996,20.933065,0.900025,16.26539,0.900001,15.88054,0.900051,10.599973,0.900006,8.828366,0.899997,12.096069,0.899997,17.844219,0.899999,19.121817,0.90001,18.948061,2.600002,16.78327,2.6,18.409534,3.400011,9.675613,4.250002,18.229685,5.900012,13.889866,8.400004,1.14853
0.917996,20.929354,0.918003,16.254656,0.918002,15.925893,0.918001,10.600833,0.918004,8.837026,0.918,12.108792,0.917996,17.862726,0.917992,19.129776,0.917998,18.922821,2.652001,16.77618,2.652,18.415245,3.468008,9.673885,4.335004,18.238167,6.018013,13.827331,8.568004,0.565789
0.935989,20.910124,0.936003,16.250399,0.936005,15.886677,0.936001,10.582895,0.936004,8.848626,0.935996,12.097617,0.935996,17.844219,0.936,19.120125,0.935995,18.949245,2.703998,16.781229,2.703997,18.417166,3.536005,9.67972,4.420001,18.236776,6.136004,13.768116,8.736005,0.00178
0.953995,20.922775,0.954007,16.238131,0.954006,15.911912,0.953997,10.600662,0.954008,8.820402,0.954005,12.100024,0.953995,17.83522,0.953998,19.131639,0.954,18.937897,2.755997,16.793423,2.756002,18.420841,3.604006,9.683565,4.504996,18.236673,6.254005,13.568979,8.904007,-0.57458
0.971993,20.939474,0.972003,16.264198,0.972007,15.906797,0.972003,10.583414,0.972001,8.844125,0.971997,12.09882,0.972002,17.85882,0.971996,19.137396,0.971996,18.975161,2.807996,16.793537,2.807998,18.421575,3.672011,9.6862,4.59,18.236776,6.372003,13.216018,9.072009,-1.150126
0.98999,20.916534,0.990002,16.262495,0.989999,15.908161,0.989999,10.615841,0.989999,8.823865,0.990001,12.107589,0.99,17.818071,0.989998,19.119618,0.99,18.935863,2.860001,16.769316,2.860002,18.408178,3.740008,9.683952,4.675005,18.233416,6.49001,12.807637,9.240004,-1.726972
1.007997,20.933065,1.008002,16.252783,1.008,15.890941,1.007998,10.598247,1.007998,8.822826,1.008005,12.100884,1.007996,17.855255,1.008002,19.10895,1.007999,18.93705,2.911995,16.7966,2.912002,18.410891,3.808009,9.68633,4.759997,18.220625,6.608,12.397222,9.408008,-2.30093
1.025991,20.926655,1.026,16.259087,1.026007,15.927598,1.025999,10.624121,1.026004,8.843258,1.026007,12.08988,1.025996,17.821636,1.025993,19.129437,1.025997,18.956867,2.964289,16.781284,2.963995,18.413944,3.876004,9.680886,4.845003,18.204405,6.726002,11.972512,9.576007,-2.861792
1.04399,20.932558,1.043999,16.239492,1.044013,15.923677,1.043995,10.596523,1.044012,8.819364,1.044011,12.102775,1.043993,17.840824,1.043992,19.13909,1.044005,18.946367,3.015998,16.791267,3.015997,18.414114,3.944013,9.688879,4.930002,18.135452,6.844007,11.537225,9.744001,-3.436371
1.061996,20.934752,1.061998,16.242731,1.062001,15.909526,1.061995,10.576858,1.062003,8.841527,1.061998,12.083863,1.062,17.824354,1.061997,19.151957,1.061999,18.946875,3.067999,16.788206,3.067998,18.412928,4.012015,9.691818,5.015003,18.061024,6.962007,11.102086,9.912002,-3.995516
1.079996,20.92716,1.080007,16.24699,1.080001,15.902194,1.080005,10.607215,1.080003,8.832004,1.080004,12.094523,1.079996,17.834202,1.079998,19.120802,1.080002,18.949245,3.120002,16.789566,3.119996,18.40654,4.080013,9.699725,5.099998,18.010513,7.080001,10.663059,10.080007,-4.560258
1.097996,20.930702,1.098001,16.245287,1.098002,15.909526,1.097994,10.578411,1.098005,8.854166,1.097998,12.119622,1.098001,17.84371,1.097992,19.129267,1.098,18.942978,3.172,16.78429,3.171998,18.409309,4.14801,9.687627,5.185006,17.967333,7.198004,10.235372,10.248004,-5.136517
1.115989,20.918221,1.116006,16.236767,1.116005,15.902706,1.116002,10.613771,1.115999,8.831311,1.116001,12.096585,1.116002,17.850502,1.115997,19.137566,1.116,18.95619,3.223996,16.799721,3.223998,18.418976,4.216011,9.695404,5.270001,17.919735,7.316003,9.806785,10.416006,-5.695029
1.134003,20.930702,1.134011,16.272545,1.134002,15.903558,1.134005,10.60894,1.13401,8.839103,1.134003,12.104321,1.133998,17.853897,1.134002,19.108273,1.133998,18.92333,3.276002,16.792402,3.275997,18.408123,4.28401,9.692639,5.354998,17.854746,7.433999,9.373004,10.584008,-6.245036
1.151997,20.917378,1.152003,16.255339,1.152006,15.925041,1.152002,10.586173,1.152001,8.841181,1.151998,12.102259,1.151995,17.854067,1.151996,19.142813,1.152001,18.940437,3.328003,16.798302,3.327997,18.425816,4.352014,9.698125,5.439998,17.698992,7.552,8.95206,10.752004,-6.813163
1.169991,20.929354,1.17,16.258406,1.169996,15.914128,1.17,10.615666,1.170001,8.859709,1.169995,12.108964,1.169999,17.85865,1.169991,19.136209,1.169995,18.941454,3.379996,16.789793,3.380002,18.40247,4.420012,9.682095,5.525007,17.440081,7.67001,8.5256,10.920002,-7.364799
1.187987,20.913836,1.187997,16.240858,1.187996,15.898442,1.187998,10.599628,1.188001,8.852263,1.187998,12.088677,1.187994,17.825203,1.187997,19.129608,1.187998,18.945181,3.432,16.791212,3.431995,18.418579,4.488011,9.694929,5.61,17.135996,7.788005,8.091429,11.088008,-7.93348
1.205998,20.9221,1.206008,16.250568,1.206003,15.905774,1.205999,10.608595,1.206,8.851571,1.206001,12.083003,1.206,17.842522,1.205995,19.144676,1.205997,18.947044,3.483996,16.795919,3.483997,18.417788,4.556011,9.69601,5.694997,16.818678,7.906006,7.689703,11.256005,-8.478711
1.22399,20.923113,1.224,16.245287,1.224004,15.910719,1.224003,10.606355,1.223996,8.833735,1.223997,12.09796,1.223996,17.833693,1.223992,19.153141,1.223999,18.938406,3.536002,16.794559,3.536002,18.419146,4.624011,9.709661,5.779998,16.491812,8.024006,7.271905,11.424011,-9.038485
1.241993,20.933233,1.242003,16.267094,1.242006,15.927598,1.242001,10.617049,1.242004,8.835295,1.242001,12.110682,1.242,17.861368,1.241996,19.132147,1.241992,18.962118,3.587996,16.789908,3.587996,18.410214,4.692013,9.710439,5.865002,16.170711,8.141999,6.840526,11.592,-9.580356
1.259993,20.915016,1.259999,16.275442,1.259999,15.915321,1.260004,10.624466,1.260006,8.836159,1.26,12.089537,1.259995,17.857122,1.260002,19.120632,1.259998,18.931629,3.640001,16.810669,3.639996,18.414114,4.760011,9.699076,5.949997,15.867328,8.260007,6.429125,11.760004,-10.114094
1.277997,20.918388,1.278002,16.245287,1.278005,15.927086,1.277999,10.602561,1.278001,8.827502,1.277997,12.111714,1.277991,17.850332,1.277993,19.134685,1.277993,18.944674,3.691998,16.786503,3.691996,18.412985,4.828012,9.702145,6.035006,15.561389,8.378,6.014364,11.928003,-10.660162
1.295996,20.903208,1.295997,16.254997,1.295998,15.912764,1.295999,10.604112,1.296,8.842219,1.295994,12.095554,1.295991,17.84405,1.295992,19.13892,1.295994,18.970419,3.744001,16.8004,3.743998,18.418522,4.896012,9.70573,6.119996,15.240121,8.496004,5.597124,12.096005,-11.203707
1.313989,20.913668,1.314003,16.25193,1.313999,15.915663,1.313996,10.609633,1.314,8.850011,1.314002,12.098132,1.313995,17.844219,1.314,19.143152,1.313997,18.947722,3.795994,16.799152,3.795995,18.413492,4.96401,9.714154,6.205,14.918457,8.614002,5.192386,12.264007,-11.749378
1.33199,20.926655,1.332005,16.254145,1.332005,15.921119,1.332006,10.610667,1.332007,8.843604,1.332005,12.113778,1.331995,17.833693,1.332002,19.121986,1.331996,18.93417,3.847995,16.784802,3.848001,18.408066,5.032006,9.710483,6.290002,14.60351,8.732005,4.760204,12.43201,-12.285224
1.349994,20.910967,1.350003,16.254997,1.35,15.928962,1.349995,10.625155,1.350005,8.84395,1.349996,12.090568,1.349994,17.85899,1.349997,19.1164,1.349994,18.947552,3.900002,16.801649,3.900002,18.412024,5.100014,9.709963,6.375003,14.298339,8.850009,4.352612,12.600009,-12.8259
1.367991,20.920582,1.368002,16.265732,1.367999,15.903388,1.367996,10.61636,1.368001,8.85261,1.368,12.118935,1.368,17.865952,1.367995,19.112505,1.367997,18.946535,3.952002,16.792175,3.951996,18.425362,5.168008,9.721544,6.460001,13.97622,8.968003,3.947199,12.768004,-13.374103
1.385997,20.921595,1.386001,16.25568,1.386007,15.906116,1.386001,10.609459,1.385999,8.85988,1.386006,12.11395,1.385996,17.859669,1.386004,19.127745,1.385993,18.964151,4.004,16.796658,4.003998,18.41773,5.236012,9.718174,6.545001,13.665081,9.086007,3.542445,12.936007,-13.921596
1.403998,20.924629,1.404005,16.245287,1.404004,15.907649,1.404003,10.625155,1.404001,8.863863,1.403998,12.094867,1.403995,17.851351,1.404001,19.146877,1.403998,18.954836,4.055998,16.79887,4.055996,18.41338,5.304008,9.710398,6.630004,13.35644,9.204004,3.135771,13.104,-14.466328
1.421988,20.939474,1.422002,16.237961,1.422006,15.921289,1.421998,10.589967,1.422001,8.855207,1.422001,12.091255,1.421998,17.85848,1.421995,19.137903,1.421993,18.95365,4.108,16.812029,4.107999,18.409309,5.37201,9.716358,6.715,13.034141,9.322007,2.731734,13.272001,-15.002441
1.439989,20.903208,1.440001,16.26062,1.439999,15.919584,1.439995,10.612563,1.439996,8.851917,1.439995,12.111542,1.439996,17.849823,1.439993,19.137566,1.439997,18.952635,4.159997,16.81963,4.160003,18.410326,5.440008,9.717999,6.800003,12.735099,9.440004,2.316887,13.440004,-15.536402
1.457997,20.920752,1.458005,16.249887,1.458006,15.906285,1.458003,10.623083,1.458006,8.843258,1.458004,12.107589,1.458001,17.833693,1.457996,19.150433,1.457998,18.945351,4.211999,16.806753,4.211996,18.424118,5.50801,9.716488,6.884997,12.403634,9.558004,1.887936,13.608004,-16.076445
1.475993,20.931883,1.476,16.264028,1.476001,15.916687,1.475999,10.598074,1.476,8.827502,1.475999,12.093663,1.475993,17.845068,1.475996,19.159914,1.475998,18.946875,4.263995,16.803974,4.264,18.42135,5.576007,9.714544,6.970004,12.091425,9.676005,1.468958,13.776005,-16.615292
1.493989,20.89916,1.494004,16.236767,1.494002,15.921971,1.493997,10.653096,1.494002,8.824557,1.494004,12.101572,1.493991,17.847446,1.493995,19.129946,1.493991,18.952126,4.315997,16.80908,4.316001,18.408235,5.644012,9.686375,7.054997,11.772188,9.794005,1.058847,13.944009,-17.139769
1.511992,20.936775,1.512006,16.246479,1.512007,15.924871,1.512007,10.613597,1.512004,8.84395,1.511998,12.109307,1.512002,17.853048,1.511998,19.131807,1.511999,18.944504,4.367996,16.807548,4.367997,18.423159,5.712012,9.682183,7.140003,11.483615,9.912006,0.663269,14.112004,-17.672119
1.529994,20.915522,1.530003,16.262835,1.530003,15.898613,1.530001,10.603077,1.530003,8.842394,1.529995,12.09693,1.529994,17.841333,1.529998,19.130453,1.53,18.955174,4.420001,16.811859,4.419998,18.410891,5.780013,9.65846,7.225001,11.170843,10.030005,0.254176,14.280006,-18.201363
1.547989,20.912993,1.547998,16.259256,1.547996,15.915152,1.547994,10.626361,1.547998,8.853474,1.547999,12.126843,1.547993,17.848804,1.547992,19.147215,1.547995,18.966692,4.472003,16.804882,4.471998,18.410101,5.848015,9.625229,7.310006,10.854857,10.148001,-0.133763,14.448004,-18.741217
1.565993,20.937281,1.565999,16.246307,1.566004,15.919755,1.565997,10.613082,1.565997,8.855379,1.565998,12.110682,1.565998,17.855425,1.565998,19.15077,1.565994,18.932646,4.523998,16.804882,4.524001,18.418297,5.916008,9.608981,7.395005,10.547866,10.266008,-0.547929,14.616006,-19.271532
1.584,20.923449,1.584001,16.27442,1.584004,15.895033,1.584004,10.625845,1.584004,8.855033,1.583998,12.101056,1.584,17.863405,1.584001,19.161268,1.584,18.955174,4.576291,16.809195,4.575997,18.419315,5.984005,9.585555,7.479998,10.238213,10.384004,-0.955354,14.784004,-19.790825
1.602008,20.931713,1.601998,16.273056,1.602,15.911742,1.602011,10.60532,1.602013,8.856938,1.602011,12.1167,1.601997,17.848125,1.601993,19.1313,1.601999,18.959917,4.628003,16.817305,4.627997,18.415697,6.052008,9.563169,7.565001,9.940684,10.501998,-1.351932,14.952005,-20.331657
1.61999,20.920919,1.619996,16.264368,1.620002,15.934418,1.620001,10.619289,1.620001,8.860401,1.620002,12.11945,1.62,17.8668,1.619998,19.141798,1.619997,18.968216,4.680005,16.808741,4.68,18.424685,6.120016,9.524181,7.650006,9.635907,10.620002,-1.7543,15.12,-20.847689
1.637999,20.921932,1.638007,16.25602,1.638002,15.913106,1.638004,10.615151,1.638003,8.850357,1.638004,12.104837,1.637993,17.861368,1.637995,19.132317,1.638002,18.952465,4.731997,16.801023,4.731997,18.424288,6.188009,9.42186,7.734997,9.335215,10.738006,-2.150038,15.288,-21.372246
